period,exp,spread_uncond,spread_t0,spread_t1,spread_t2,delta,n
2017-06-30,dbreadth|io,0.02771119435878651,0.021943664132908325,0.01816945562649601,0.04424023486835357,-0.005767530225878184,1410
2017-06-30,distress|adv,-0.0321898352573738,0.0192792476076922,-0.003140160696519373,-0.03210000908372223,0.051469082865066004,1447
2017-06-30,pressure|vol,0.022655366616626385,0.01723632303225832,-0.011218505651408861,0.0528302848046492,0.030174918188022815,1447
2017-06-30,exit_rate|mom,0.007404497766389018,0.0584103382857264,-0.032494632443479256,-0.014221559863370176,0.05100584051933738,1398
2017-06-30,pressure|adv,0.022655366616626385,0.021518130119435347,0.04270804718599395,0.003209709191206375,-0.0011372364971910381,1447
2017-06-30,pressure|mktcap,0.023931269012622117,0.048930268148883724,0.011314986181588604,0.006129356836357208,0.024998999136261607,1403
2017-06-30,pressure|vol_resid,0.023871004459447384,0.02550719702395038,0.03391882697432583,0.007395062436195879,-0.016475942023251505,1402
2017-06-30,pressure_o|vol,0.023735761752655113,0.01722232486653008,-0.0007090797526637382,0.06505723206665714,0.04132147031400203,1400
2017-06-30,pressure_o|vol_resid,0.028025803114480635,0.027124083700434606,0.032770021478208795,0.012670575020842526,-0.01535522809363811,1355
2017-09-30,new_conv|mktcap,-0.011932427681165148,-0.009461951364279388,0.02134104593516578,-0.03850102690282807,0.00247047631688576,1415
2017-09-30,dbreadth|io,0.02674682639688704,0.09194649712923975,0.016703566099907467,-0.03057447539203941,0.06519967073235271,1422
2017-09-30,distress|adv,-0.034203427047823386,0.0011804199161582624,-0.010323830924297478,0.0007254914684994979,0.03538384696398165,1460
2017-09-30,pressure|vol,-0.016739821179488287,-0.014239192705837948,-0.004106820128071224,0.0414855582271378,0.05822537940662609,1460
2017-09-30,exit_rate|mom,0.026856333627503462,0.07441252261609238,0.012188555090256403,-0.022484310985020503,0.04755618898858892,1414
2017-09-30,pressure|adv,-0.015750609195467287,-0.02605844672035064,0.012165768838659267,-0.0366377317017951,-0.010307837524883352,1460
2017-09-30,pressure|mktcap,-0.02045265191008478,-0.004092863071157138,-0.020240189871653824,-0.029194822480263387,0.016359788838927643,1416
2017-09-30,pressure|vol_resid,-0.019299271092621507,-0.030347303057808514,0.005221001372011688,0.02384737182375883,0.04314664291638034,1415
2017-09-30,pressure_o|vol,-0.011249787864402616,0.013873053499056626,-0.010074531510592101,0.017996724067852785,0.0292465119322554,1419
2017-09-30,pressure_o|vol_resid,-0.011699492151281868,-0.012703813440540234,0.017795874677075857,-0.004166039315460959,0.0075334528358209085,1374
